caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,
2419882038,0.9126316534,No,"The proposals still benefited the big corporations and billionaires, different but the same",No,Probably yes,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Current Direction,Democrat,These proposals ignore the quality of life challenges for the lower and middle class.,1969,Female,White,No,Some college,Widowed,Permanently disabled,"$40,000 - $49,999",Yes,43211,Ohio,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Protestant,Never,No,Very important,Several times a day,2025-08-25 20:32:58,2025-08-25 20:43:08,Third generation
2419726372,1.963335083,No,It seems very leading without much detail,No,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Grand Bargain,Democrat,,1982,Female,Two or more races,Yes,Post-grad,Married,Full-time,"$250,000 - $349,999",No,22801,Virginia,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Protestant,Seldom,No,Very important,Several times a day,2025-08-25 20:39:59,2025-08-25 20:45:36,Second generation
2419886560,0.8148362967,Not sure,I’ll share any app with my family and family if it’s an app that pays you money,Yes,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,I think the government should work with any one who says can I work for you please,1985,Female,Hispanic,Yes,Some college,Never married,Full-time,"Less than $10,000",No,92507,California,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-08-25 20:36:53,2025-08-25 20:47:46,Third generation
2419916472,0.5279689547,Not sure,Them not being interested,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,2004,Female,White,No,High school graduate,Never married,Unemployed,"$60,000 - $69,999",No,67005,Kansas,Own,Strong Democrat,Did not vote for President,Kamala Harris,Yes,Liberal,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,2025-08-25 20:57:35,2025-08-25 21:04:32,Third generation
2419915730,0.4961402401,Not sure,Not sure who is supporting it or what they are hoping to achieve,Not sure,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,,Critical to Me & Others,Dislike It,Critical to Me & Others,Not Sure,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Dislike It,Good Idea,Good Idea,Dislike It,Critical to Me & Others,Grand Bargain,Democrat,,1974,Male,White,No,Post-grad,Married,Full-time,"$80,000 - $99,999",No,63110,Missouri,Own,Not very strong Democrat,Did not vote for President,Kamala Harris,Yes,Liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Seldom,2025-08-25 20:57:29,2025-08-25 21:05:49,First generation
2419917456,0.5517200866,Not sure,It sounds very liberal.,No,Probably no,Not sure,Not sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Grand Bargain,Republican,"Flat tax for everyone, rebuild the unions for retail workers, healthcare needs to be blown up and rebuilt by putting a flat tax on everyone working yes universal health care.",1962,Male,White,No,High school graduate,Separated,Full-time,"$30,000 - $39,999",No,27501,North Carolina,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Roman Catholic,Seldom,No,Not too important,Seldom,2025-08-25 20:59:00,2025-08-25 21:08:35,Second generation
2419907056,0.5410360844,Yes,No reservations,Yes,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Democrat,,1966,Female,White,No,4-year,Never married,Full-time,"$70,000 - $79,999",No,32225,Florida,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not too important,Several times a day,2025-08-25 20:56:21,2025-08-25 21:08:47,Second generation
2419566036,0.3776812056,No,Little over the top,No,Probably yes,Not sure,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Grand Bargain,Republican,,1985,Male,White,No,Post-grad,Married,Retired,Prefer not to say,No,11701,New York,Own,Not very strong Republican,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Roman Catholic,Never,No,Not too important,Never,2025-08-25 21:02:10,2025-08-25 21:09:11,Third generation
2419917870,0.9126930596,Yes,being scammed,Yes,Definitely yes,Yes,Yes,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,"make a law that no politicians EVERY SINGLE ONE OF THEM can accept money from lobbyists,billionaires, and creeps.",1963,Male,White,No,Some college,Widowed,Full-time,"$70,000 - $79,999",No,1923,Massachusetts,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Hardly at all,Roman Catholic,A few times a year,No,Very important,A few times a week,2025-08-25 21:00:15,2025-08-25 21:09:46,Third generation
2419680742,1.497307624,No,I don’t share things like that. I may suggest they look at it but that is all.,No,Probably no,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Not Sure,,Not Sure,Dislike It,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Dislike It,Good Idea,Dislike It,Good Idea,Dislike It,Not Sure,Grand Bargain,Republican,,1960,Male,White,No,Some college,Married,Part-time,"$150,000 - $199,999",No,28147,North Carolina,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Some of the time,Protestant,Seldom,No,Very important,Several times a day,2025-08-25 20:55:48,2025-08-25 21:10:01,Third generation
2419746310,0.4621106777,Yes,Different view points,No,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Republican,,1961,Male,White,No,2-year,Divorced,Retired,"$70,000 - $79,999",No,60087,Illinois,Own,Not very strong Republican,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Buddhist,A few times a year,No,Very important,A few times a month,2025-08-25 21:04:12,2025-08-25 21:10:15,Third generation
2419917942,0.5382797752,No,I sense there is an underlying political ideology behind this app that is being withheld.,No,Probably yes,No,No,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Not Sure,Good Idea,Critical to Me & Others,Good Idea,Not Sure,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Hate It,Good Idea,Dislike It,Not Sure,Current Direction,Democrat,,1971,Male,White,No,4-year,Divorced,Full-time,"$20,000 - $29,999",No,10954,New York,Rent,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Agnostic,Never,No,Not too important,A few times a week,2025-08-25 21:00:24,2025-08-25 21:10:43,First generation
2419094162,0.4338824157,No,No friends and not into sharing.,No,Probably yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,"Here's a suggestion; offer a financial bonus to any manufacturing company the creates a product that lasts 20 years or more. Make it a sliding scale bonus, 10 years is x bonus monies, 15 years is 2x, 20 years is 3x. This would curb consumerism and reduce waste.",1968,Male,White,No,Some college,Married,Permanently disabled,"$20,000 - $29,999",No,14809,New York,Rent,Not very strong Republican,Did not vote for President,Did not vote for President,Yes,Moderate,Hardly at all,Something else,Never,No,Somewhat important,Several times a day,2025-08-25 20:57:38,2025-08-25 21:13:06,Third generation
2419915230,0.983705286,Yes,Competitive opinions. Some people can't handle mutual respect.,Yes,Definitely yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Democrat,Unknown,1970,Male,White,No,Some college,Never married,Unemployed,"Less than $10,000",No,5143,Vermont,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Protestant,Seldom,No,Not too important,Never,2025-08-25 20:57:26,2025-08-25 21:13:17,Third generation
2419301426,0.8852151406,Yes,They might not follow through with it,Yes,Definitely yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1978,Female,Two or more races,Yes,High school graduate,Married,Unemployed,"$30,000 - $39,999",Yes,93726,California,Rent,Independent,Joe Biden,Kamala Harris,Yes,Moderate,Some of the time,Something else,Never,No,Not at all important,Seldom,2025-08-25 20:59:57,2025-08-25 21:13:55,Third generation
2419918804,0.5970602714,No,The proposals do not seem realistic and would increase government involvement and inefficiency without meaningful results.,No,Definitely no,No,No,Dislike It,Good Idea,Dislike It,Hate It,Hate It,Dislike It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Dislike It,Good Idea,Dislike It,Hate It,Critical to Me & Others,Not Sure,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Dislike It,Current Direction,Independent,,1964,Male,White,No,4-year,Widowed,Retired,Prefer not to say,No,77433,Texas,Own,Independent,Joe Biden,Donald Trump,Yes,Moderate,Some of the time,Agnostic,Never,No,Not at all important,Never,2025-08-25 21:02:49,2025-08-25 21:14:49,Third generation
2418250488,0.6420561327,Yes,not sure,No,Probably yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Democrat,"Unfortunately, it is difficult to work with the ""other side"" at this time given their extreme positions",1962,Female,White,No,Post-grad,Married,Full-time,"$500,000 or more",No,10021,New York,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,Several times a day,2025-08-25 21:09:35,2025-08-25 21:15:04,First generation
2419905474,2.821176699,Yes,I wonder if they shared my feelings about how I feel.,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,,1964,Female,Black,No,2-year,Married,Full-time,"Less than $10,000",No,32348,Florida,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-08-25 20:55:35,2025-08-25 21:16:09,Third generation
2419745412,0.7590080965,Not sure,people are too sensitive when it comes to politics especially when it comes to Trump. That syndrome is real I see it everyday,No,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,stop criticizing the president for all he is doing and just watch.  Crime in DC is DOWN there.  There are good ideas out there we just need to find a way to bring all sides into the winning side.,1966,Male,White,No,2-year,Divorced,Part-time,"$30,000 - $39,999",Yes,32137,Florida,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Several times a day,2025-08-25 21:02:54,2025-08-25 21:16:17,First generation
2416097098,0.7228588551,Not sure,I would need concrete evidence that proves the legitimacy and benefits of the app.,Not sure,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Other,"Too many Americans are not engaged in what is happening in our country and world. More education, starting in our schools, is needed to ensure all are informed active participating citizens.",1961,Female,White,No,Post-grad,Never married,Other,Prefer not to say,No,58078,North Dakota,Own,Independent,Did not vote for President,Donald Trump,Yes,Moderate,Most of the time,Roman Catholic,More than once a week,No,Very important,Once a day,2025-08-25 20:21:08,2025-08-25 21:16:20,Third generation
